definition,class,strictness,scope,stem_final_match_present,stem_final_match_imperfective,stem_final_match_perfective,stem_final_match_imperative,stem_final_match_infinitive
"he's mourning for him, it",VIa2,strict,full,True,True,True,True,True
"he's mourning for him, it",VIa2,loose,full,True,True,True,True,True
"he's mourning for him, it",VIIa2,loose,full,True,True,True,True,True
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),Id,strict,ending,False,False,False,True,False
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),Id,loose,ending,False,False,False,True,False
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),IIa,strict,ending,False,False,False,False,False
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),IIa,loose,ending,False,False,False,False,False
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),IVb,strict,ending,True,True,True,True,False
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),IVb,loose,ending,True,True,True,True,False
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),Va,loose,full,True,True,True,True,True
he's gathering it,Id,strict,ending,False,False,False,True,False
he's gathering it,Id,loose,ending,False,False,False,True,False
he's gathering it,IIa,loose,ending,False,False,False,False,False
he's gathering it,IVa,loose,ending,False,False,False,False,False
he's burying him,Id,strict,ending,False,False,False,True,False
he's burying him,Id,loose,ending,False,False,False,True,False
he's burying him,IIa,loose,ending,False,False,False,False,False
he's burying him,IVa,loose,ending,False,False,False,False,False
he's explaining it (a Biblical text),Id,strict,ending,False,False,False,True,False
he's explaining it (a Biblical text),Id,loose,ending,False,False,False,True,False
he's explaining it (a Biblical text),IIa,loose,ending,False,False,False,False,False
he's explaining it (a Biblical text),IVa,loose,ending,False,False,False,False,False
he's straightening it,Id,strict,ending,False,False,False,True,False
he's straightening it,Id,loose,ending,False,False,False,True,False
he's straightening it,IIa,loose,ending,False,False,False,False,False
he's straightening it,IVa,loose,ending,False,False,False,False,False
he's recuperating,Id,strict,ending,False,False,False,True,False
he's recuperating,Id,loose,ending,False,False,False,True,False
he's recuperating,IIa,loose,ending,False,False,False,False,False
he's recuperating,IVa,loose,ending,False,False,False,False,False
he's finding a flexible object,Id,strict,ending,False,False,False,True,False
he's finding a flexible object,Id,loose,ending,False,False,False,True,False
he's finding a flexible object,IIa,strict,ending,False,False,False,False,False
he's finding a flexible object,IIa,loose,ending,False,False,False,False,False
he's finding a flexible object,IVb,strict,ending,True,True,True,True,False
he's finding a flexible object,IVb,loose,ending,True,True,True,True,False
he's finding a flexible object,Va,loose,full,True,True,True,True,True
"he's stabbing him, it",VIa1,loose,ending,False,False,False,False,False
"he's stabbing him, it",VIa2,strict,full,True,True,True,True,True
"he's stabbing him, it",VIa2,loose,full,True,True,True,True,True
"he's stabbing him, it",VIIa2,loose,full,True,True,True,True,True
"he's finding him, it",Id,strict,ending,False,False,False,True,False
"he's finding him, it",Id,loose,ending,False,False,False,True,False
"he's finding him, it",IIa,strict,ending,False,False,False,False,False
"he's finding him, it",IIa,loose,ending,False,False,False,False,False
"he's finding him, it",IVb,strict,ending,True,True,True,True,False
"he's finding him, it",IVb,loose,ending,True,True,True,True,False
"he's finding him, it",Va,loose,full,True,True,True,True,True
he's finding some liquid,Id,strict,ending,False,False,False,True,False
he's finding some liquid,Id,loose,ending,False,False,False,True,False
he's finding some liquid,IIa,strict,ending,False,False,False,False,False
he's finding some liquid,IIa,loose,ending,False,False,False,False,False
he's finding some liquid,IVb,strict,ending,True,True,True,True,False
he's finding some liquid,IVb,loose,ending,True,True,True,True,False
he's finding some liquid,Va,loose,full,True,True,True,True,True
he's finding a long object,Id,strict,ending,False,False,False,True,False
he's finding a long object,Id,loose,ending,False,False,False,True,False
he's finding a long object,IIa,strict,ending,False,False,False,False,False
he's finding a long object,IIa,loose,ending,False,False,False,False,False
he's finding a long object,IVb,strict,ending,True,True,True,True,False
he's finding a long object,IVb,loose,ending,True,True,True,True,False
he's finding a long object,Va,loose,full,True,True,True,True,True
"he sees him, it",Id,strict,ending,False,False,False,True,False
"he sees him, it",Id,loose,ending,False,False,False,True,False
"he sees him, it",IIa,strict,ending,False,False,False,False,False
"he sees him, it",IIa,loose,ending,False,False,False,False,False
it's snowing,Id,strict,ending,False,False,False,True,False
it's snowing,Id,loose,ending,False,False,False,True,False
it's snowing,IIa,loose,ending,False,False,False,True,False
it's snowing,IIb,loose,ending,False,False,False,True,False
it's snowing,IVa,loose,full,True,True,True,True,True
it's snowing,Vc,loose,full,True,True,True,True,True
it's snowing,Vc*,loose,full,True,True,True,True,True
"1. he's getting a long object., 2. he's picking up a long object",Id,strict,ending,False,False,False,True,False
"1. he's getting a long object., 2. he's picking up a long object",Id,loose,ending,False,False,False,True,False
"1. he's getting a long object., 2. he's picking up a long object",IIa,strict,ending,False,False,False,True,False
"1. he's getting a long object., 2. he's picking up a long object",IIa,loose,ending,False,False,False,True,False
"1. he's getting a long object., 2. he's picking up a long object",IVb,strict,reconstructs,True,True,True,True,True
"1. he's getting a long object., 2. he's picking up a long object",IVb,loose,full,True,True,True,True,True
"1. he's getting a long object., 2. he's picking up a long object",Va,loose,full,True,True,True,True,True
he's having a birthday,Id,strict,ending,False,False,False,True,False
he's having a birthday,Id,loose,ending,False,False,False,True,False
he's having a birthday,IIa,strict,ending,False,False,False,True,False
he's having a birthday,IIa,loose,ending,False,False,False,True,False
he's having a birthday,IVb,strict,reconstructs,True,True,True,True,True
he's having a birthday,IVb,loose,full,True,True,True,True,True
he's having a birthday,Va,loose,full,True,True,True,True,True
he's paying,Id,strict,ending,False,False,False,True,False
he's paying,Id,loose,ending,False,False,False,True,False
he's paying,IIa,strict,ending,False,False,False,True,False
he's paying,IIa,loose,ending,False,False,False,True,False
he's paying,IVb,strict,reconstructs,True,True,True,True,True
he's paying,IVb,loose,full,True,True,True,True,True
he's paying,Va,loose,full,True,True,True,True,True
1. he's catching him 2. he's arresting him 3. he's playing catcher,Id,strict,ending,False,False,False,True,False
1. he's catching him 2. he's arresting him 3. he's playing catcher,Id,loose,ending,False,False,False,True,False
1. he's catching him 2. he's arresting him 3. he's playing catcher,IIa,strict,ending,False,False,False,True,False
1. he's catching him 2. he's arresting him 3. he's playing catcher,IIa,loose,ending,False,False,False,True,False
1. he's catching him 2. he's arresting him 3. he's playing catcher,IVb,strict,reconstructs,True,True,True,True,True
1. he's catching him 2. he's arresting him 3. he's playing catcher,IVb,loose,full,True,True,True,True,True
1. he's catching him 2. he's arresting him 3. he's playing catcher,Va,loose,full,True,True,True,True,True
"he's denying him, it",VIa1,strict,ending,False,False,False,False,False
"he's denying him, it",VIa1,loose,ending,False,False,False,False,False
"he's denying him, it",VIa2,strict,full,True,True,True,True,True
"he's denying him, it",VIa2,loose,full,True,True,True,True,True
"he's denying him, it",VIIa2,loose,full,True,True,True,True,True
he's crying,VIa1,strict,ending,False,False,False,False,False
he's crying,VIa1,loose,ending,False,False,False,False,False
he's crying,VIa2,strict,full,True,True,True,True,True
he's crying,VIa2,loose,full,True,True,True,True,True
he's crying,VIIa2,loose,full,True,True,True,True,True
he's untying it,Id,strict,ending,False,False,False,True,False
he's untying it,Id,loose,ending,False,False,False,True,False
he's untying it,IIa,strict,ending,False,False,False,True,False
he's untying it,IIa,loose,ending,False,False,False,True,False
he's untying it,IVb,strict,ending,True,True,True,True,False
he's untying it,IVb,loose,ending,True,True,True,True,False
he's untying it,Va,loose,full,True,True,True,True,True
1. he's making an incision 2. he's operating on him,VII*,strict,full,True,True,True,True,True
1. he's making an incision 2. he's operating on him,VII*,loose,full,True,True,True,True,True
"he's twisting him, it",VII*,strict,full,True,True,True,True,True
"he's twisting him, it",VII*,loose,full,True,True,True,True,True
"he's twisting him, it",IXa,strict,ending,False,False,False,False,False
"he's twisting him, it",IXa,loose,ending,False,False,False,False,False
he's cheating,Id,strict,ending,False,True,False,True,False
he's cheating,Id,loose,ending,True,True,False,True,True
he's cheating,IIa,loose,ending,False,False,False,True,False
he's drawing a liquid out of a container,Id,strict,ending,False,False,False,True,False
he's drawing a liquid out of a container,Id,loose,ending,False,False,False,True,False
he's drawing a liquid out of a container,IIa,strict,ending,False,False,False,True,False
he's drawing a liquid out of a container,IIa,loose,ending,False,False,False,True,False
he's drawing a liquid out of a container,IVb,strict,ending,True,True,True,True,False
he's drawing a liquid out of a container,IVb,loose,ending,True,True,True,True,False
he's drawing a liquid out of a container,Va,loose,full,True,True,True,True,True
he's giving him a long  object,XIa*,strict,reconstructs,True,True,True,True,True
he's giving him a long  object,XIa*,loose,full,True,True,True,True,True
he's giving him a long  object,XIb*,strict,full,True,True,True,True,True
he's giving him a long  object,XIb*,loose,full,True,True,True,True,True
he's showing him,XIa*,strict,reconstructs,True,True,True,True,True
he's showing him,XIa*,loose,full,True,True,True,True,True
he's showing him,XIb*,strict,full,True,True,True,True,True
he's showing him,XIb*,loose,full,True,True,True,True,True
he's washing his hair,Id,strict,ending,False,True,False,True,False
he's washing his hair,Id,loose,ending,True,True,True,True,False
he's washing his hair,IIa,loose,ending,True,True,True,True,False
he's giving him some liquid,XIa*,loose,full,True,True,True,True,True
he's giving him some liquid,XIb*,loose,full,True,True,True,True,True
he's taking it somewhere,Id,strict,ending,False,False,False,True,False
he's taking it somewhere,Id,loose,ending,False,False,False,True,False
he's taking it somewhere,IIa,strict,ending,False,False,False,False,False
he's taking it somewhere,IIa,loose,ending,False,False,False,False,False
he's taking it somewhere,IVb,strict,reconstructs,True,True,True,True,True
he's taking it somewhere,IVb,loose,full,True,True,True,True,True
he's taking it somewhere,Va,loose,full,True,True,True,True,True
he's losing his way,VIa2,strict,full,True,True,True,True,True
